Gene1,Gene2,Score
AT1G65690,AT3G25882,0.12177779
AT5G66420,AT2G17740,0.1217595
AT5G20480,AT4G39400,0.12174755
AT5G40780,AT5G13930,0.12171269
AT4G23210,AT4G35180,0.121636175
AT3G59880,AT2G25000,0.12158678
AT5G66420,AT5G37600,0.121544175
AT5G40780,AT1G70530,0.121508375
AT4G30190,AT5G54160,0.12140778
AT5G67450,AT2G44380,0.1213542
AT3G50470,AT3G25882,0.121296085
AT2G02220,AT3G19930,0.12128056
AT4G38560,AT2G01950,0.1212711
AT2G42360,AT1G51620,0.12105237
AT3G19010,AT5G54160,0.12100964
AT3G19930,AT2G01950,0.12099432
AT1G30720,AT4G31550,0.12097104
AT1G77380,AT4G20860,0.12084793
AT5G10450,AT2G44380,0.12071960000000001
AT5G40780,AT1G05300,0.120687194
AT4G23210,AT1G02450,0.120646805
AT3G52450,AT3G19010,0.120495535
AT2G25000,AT5G20250,0.120222785
AT3G45060,AT4G28140,0.120197535
AT5G50200,AT3G25882,0.12002
AT1G51890,AT2G22122,0.12000448
AT1G14780,AT1G35160,0.11997537
AT2G02220,AT5G04140,0.11990626
AT1G61380,AT5G07440,0.11980857
AT5G06950,AT2G30360,0.11979671
AT4G20860,AT4G33430,0.11978033
AT2G25000,AT5G07440,0.11965718
AT5G40780,AT2G15620,0.119543545
AT4G31800,AT4G35180,0.11941589
AT4G23210,AT1G21670,0.1194124
AT1G72300,AT5G53460,0.11936223
AT5G07440,AT4G24160,0.11934745
AT4G27730,AT5G40780,0.11911185
AT1G12940,AT5G06950,0.119109355
AT5G39580,AT2G44370,0.11903725
AT3G45060,AT1G77380,0.11901718
AT2G44490,AT4G30190,0.11877786
AT1G51680,AT2G44380,0.118760824
AT2G44380,AT3G29034,0.11872508400000001
AT4G01700,AT5G13930,0.11852776
AT5G53460,AT1G37130,0.118378945
AT2G19190,AT5G66420,0.11830982599999999
AT2G19190,AT5G13930,0.11826164
AT4G31800,AT4G38560,0.11821417
AT4G08850,AT2G30360,0.11813414
AT1G61360,AT5G46330,0.11812227
AT2G39200,AT2G25470,0.118076675
AT3G45060,AT5G50200,0.11792163
AT1G61360,AT2G30360,0.117841
AT2G02220,AT5G59080,0.117407694
AT3G19010,AT5G04140,0.11725844
AT4G24160,AT5G59080,0.116979755
AT5G01540,AT3G19010,0.11696989999999999
AT2G19190,AT3G48650,0.11668649
AT4G21870,AT1G14780,0.116579406
AT2G02220,AT4G33430,0.116489284
AT4G21410,AT4G27730,0.116476
AT1G21670,AT3G50470,0.11631849999999999
AT3G26210,AT5G59080,0.11620526
AT2G44370,AT2G02220,0.115986705
AT2G44490,AT1G19380,0.11592634
AT2G17740,AT2G25470,0.11585036
AT5G40780,AT4G31550,0.11582732
AT2G30360,AT5G59080,0.11581685
AT4G08850,AT3G45060,0.11573656
AT2G37710,AT3G29034,0.11555882
AT2G44370,AT5G48430,0.11529935
AT2G37710,AT4G33430,0.11522705
AT5G53110,AT1G12940,0.11502313
AT2G37710,AT3G25882,0.11440068
AT3G49780,AT5G20250,0.11430126
AT4G20860,AT1G14780,0.1142768
AT5G20250,AT5G20480,0.11418451
AT4G27730,AT2G31400,0.11368289
AT5G39580,AT4G01700,0.11362257
AT2G30490,AT5G20250,0.11360984
AT1G61380,AT4G38560,0.113569394
AT1G65490,AT4G21870,0.11356382
AT1G65690,AT1G61360,0.11356216
AT1G19380,AT5G46330,0.11346729
AT2G19190,AT4G27730,0.113411665
AT1G37130,AT5G67450,0.11328643599999999
AT1G51620,AT4G20860,0.11306889
AT1G51800,AT5G54160,0.11303333
AT4G38560,AT5G66420,0.11301161
AT5G53460,AT2G15620,0.11243549
AT3G50480,AT5G59080,0.11200544
AT4G23210,AT2G44490,0.111861184
AT2G44370,AT1G61380,0.11167761
AT3G59880,AT1G19380,0.11164539
AT3G19010,AT2G31400,0.11161708
AT3G50480,AT3G50470,0.111558214
AT4G23210,AT5G46330,0.111547634
AT1G64280,AT5G55050,0.11138028
AT2G39200,AT3G52450,0.11135203
AT1G02450,AT2G41220,0.11125816
AT2G30490,AT5G67450,0.111158304
AT2G19190,AT5G54160,0.11114876
AT2G30490,AT3G22060,0.111101486
AT2G39530,AT1G02450,0.11039445
AT5G20250,AT2G25000,0.11028699
AT1G49000,AT3G59880,0.10990427400000001
AT4G31550,AT3G19010,0.10921080400000001
AT4G01700,AT3G19010,0.10915280000000001
AT5G48430,AT1G65690,0.10890624
AT3G48650,AT4G21870,0.10876477
AT5G50200,AT1G72300,0.10875364
AT2G31400,AT4G33430,0.10852212
AT2G02220,AT1G21670,0.10843043
AT4G30190,AT1G64170,0.10833689
AT2G44490,AT5G46330,0.108233355
AT1G65690,AT4G24160,0.10812851
AT3G19930,AT2G44490,0.10805741
AT5G07440,AT1G65490,0.10795525
AT4G23210,AT1G51800,0.10782551
AT1G19380,AT1G49000,0.10775799999999999
AT4G21410,AT1G14780,0.1076384
AT2G39200,AT5G01540,0.107524954
AT1G30730,AT1G14780,0.107438356
AT1G51620,AT5G01540,0.10718530400000001
AT2G19190,AT2G44380,0.10716663
AT1G14780,AT4G21410,0.10683327
AT4G24160,AT5G20480,0.10680558
AT2G36690,AT4G21870,0.106797785
AT5G59080,AT2G01950,0.10644607
AT1G70530,AT2G02220,0.10640147
AT5G54160,AT2G30490,0.10624509
AT1G30730,AT1G61360,0.10590391
AT2G30360,AT5G04140,0.10583246
AT4G24160,AT4G28140,0.1058096
AT2G30490,AT2G22122,0.10573337
AT3G21080,AT3G48650,0.10571342
AT2G17740,AT3G50480,0.10565358400000001
AT5G39580,AT4G31550,0.10563772
AT1G12940,AT2G25470,0.10555263
AT2G30360,AT2G42360,0.10542889999999999
AT1G05300,AT1G64170,0.10529911
AT3G22060,AT4G20860,0.105159685
AT3G19010,AT4G30190,0.10482399
AT4G35180,AT4G23210,0.10467192
AT1G64170,AT3G19450,0.10445815
AT3G21080,AT4G20000,0.10423387
AT4G01250,AT4G21410,0.10409887
AT2G25000,AT4G31800,0.10407924
AT1G08090,AT5G55050,0.10348657
AT5G55050,AT3G49780,0.10343876
AT2G44370,AT1G51620,0.10341219
AT1G12940,AT2G30360,0.10340874
AT4G01700,AT3G22060,0.10325892
AT5G01540,AT2G37710,0.103235446
AT4G39400,AT2G37710,0.10293595
AT4G01700,AT2G42360,0.102878176
AT2G44370,AT1G49000,0.10261366
AT5G53460,AT1G72300,0.10256914
AT4G27730,AT2G30360,0.10225413
AT4G08850,AT3G19450,0.101969644
AT4G31800,AT4G21870,0.101729
AT1G49000,AT5G01540,0.10162119
AT4G38560,AT1G37130,0.10159964
AT5G39580,AT4G21870,0.10139555
AT5G50200,AT3G26210,0.101313725
AT4G31550,AT5G39580,0.100960165
AT5G55050,AT5G39580,0.10092212
AT2G22122,AT5G10450,0.100829765
AT2G30490,AT4G31800,0.10075959599999999
AT3G22060,AT1G61380,0.100732245
AT4G23210,AT2G17740,0.10068683
AT3G52450,AT2G38900,0.100673296
AT3G22060,AT3G29034,0.10063732
AT3G45060,AT5G40780,0.100576945
AT1G65490,AT5G07440,0.10028569400000001
AT1G12940,AT3G19930,0.10027995
AT4G30190,AT1G61380,0.10004204
AT2G44380,AT2G44370,0.10000685
AT1G65690,AT2G30490,0.09983741
AT5G20250,AT1G70530,0.099442765
AT5G39580,AT1G51680,0.09916095400000001
AT2G37710,AT1G70530,0.09900273
AT2G25000,AT4G30190,0.098979615
AT3G49780,AT2G39530,0.09884801
AT3G19930,AT1G51800,0.09877527
AT5G37600,AT4G35180,0.098387845
AT5G55050,AT2G39530,0.09832809
AT5G37600,AT3G19930,0.098025024
AT2G25470,AT5G07440,0.09784217
AT4G35180,AT1G49000,0.09765195
AT3G50480,AT2G38900,0.09752889
AT4G21870,AT2G41220,0.09720971
AT4G20860,AT1G12940,0.09658284
AT4G27730,AT1G21670,0.09655805
AT4G20000,AT2G25470,0.0959882
AT1G51680,AT1G37130,0.095748
AT5G67450,AT2G01950,0.09570841
AT1G51620,AT5G67450,0.09565358
AT5G40780,AT1G51890,0.095613115
AT3G46280,AT4G31550,0.095570944
AT3G48650,AT5G67450,0.0954842
AT2G25470,AT2G41220,0.09538666
AT4G21410,AT1G61360,0.09536907
AT2G17740,AT4G01700,0.095286414
AT4G20000,AT3G25882,0.09504804
AT4G31550,AT4G01250,0.09502181
AT2G39200,AT2G30490,0.09495212
AT3G52450,AT3G48650,0.09473619
AT3G45060,AT3G25882,0.094729014
AT1G64170,AT2G25470,0.09428137
AT5G55050,AT1G64280,0.094090015
AT3G50480,AT5G07440,0.0936807
AT1G51800,AT1G51680,0.09339804
AT2G42360,AT2G37040,0.09339782599999999
AT4G01250,AT1G15950,0.09335463
AT1G51890,AT4G35180,0.09285012
AT2G17740,AT3G52450,0.092848286
AT3G19450,AT2G30490,0.09242314
AT4G27730,AT3G48650,0.092096336
AT3G46280,AT1G51800,0.09203238
AT1G61360,AT5G39580,0.091981016
AT2G38900,AT2G30360,0.09146416
AT1G61360,AT2G30490,0.09143551400000001
AT1G64170,AT2G30360,0.09113608
AT3G48650,AT2G37710,0.091006294
AT1G15950,AT4G24160,0.0908604
AT3G29034,AT2G39530,0.09085587
AT1G72300,AT3G59880,0.08917855
AT4G20000,AT3G49780,0.088659294
AT1G51800,AT4G33430,0.08848354
AT1G52200,AT3G50480,0.08834667
AT1G35160,AT5G59080,0.08829065
AT1G12940,AT1G05300,0.0882135
AT4G01250,AT3G48650,0.08807261
AT1G61380,AT1G51890,0.087514386
AT4G08850,AT2G25470,0.08683946
AT2G37040,AT4G20860,0.086656675
AT4G01250,AT5G46330,0.08664525
AT1G65490,AT3G19450,0.08641476
AT3G50470,AT5G53110,0.086386405
AT5G48430,AT2G17740,0.0862404
AT4G21870,AT1G15950,0.08623375
AT3G52450,AT1G70530,0.08576592
AT1G77380,AT5G53110,0.08559558
AT2G39200,AT1G65490,0.085529126
AT2G37040,AT3G26210,0.08547445
AT5G13930,AT1G15950,0.08538632
AT5G48430,AT1G12940,0.08534996
AT2G17740,AT1G51890,0.08531928
AT2G25470,AT1G61380,0.0852762
AT2G25000,AT5G67450,0.085247055
AT2G42360,AT5G01540,0.085187286
AT4G08850,AT1G14780,0.08501936
AT2G17740,AT3G45060,0.08484246
AT5G46330,AT5G20250,0.08478242
AT2G39530,AT1G35160,0.08462119
AT1G05300,AT5G59080,0.08447349
AT2G36690,AT3G52450,0.08435988400000001
AT5G66420,AT5G06950,0.08430205
AT4G30190,AT1G30720,0.08426984400000001
AT5G67450,AT1G49000,0.08394839999999999
AT5G39580,AT1G64280,0.08391541
AT2G37710,AT2G25000,0.083755665
AT5G66420,AT3G50480,0.08370064
AT2G36690,AT3G46280,0.083636895
AT2G44370,AT1G70530,0.08359122
AT4G30190,AT3G45060,0.08350658
AT1G15950,AT5G13930,0.08338311
AT1G64170,AT2G17740,0.083326764
AT1G15950,AT2G22122,0.083087176
AT4G23210,AT5G06950,0.08250455599999999
AT4G23210,AT1G65490,0.08229144
AT5G67450,AT1G37130,0.08223693
AT1G19380,AT5G55050,0.08219349
AT1G30730,AT2G44380,0.082161635
AT1G19380,AT1G77380,0.082112305
AT4G01250,AT3G59880,0.08206157
AT3G21080,AT4G38560,0.082059994
AT4G31800,AT2G25000,0.08201833
AT1G77380,AT1G65690,0.081677765
AT1G52200,AT2G17740,0.08159288
AT3G45060,AT2G41220,0.081557356
AT4G23210,AT2G19190,0.081423014
AT3G21080,AT1G72300,0.08136698
AT2G36690,AT1G52200,0.08095841
AT4G38560,AT1G12940,0.08077377
AT2G17740,AT4G23210,0.08066753
AT2G30490,AT1G61360,0.08043901
AT3G45060,AT5G67450,0.08035162
AT2G02220,AT3G52450,0.07997295
AT1G49000,AT2G37710,0.079960264
AT4G21410,AT4G20860,0.07992069
AT2G44380,AT5G20480,0.07971625
AT4G27730,AT1G65690,0.0796158
AT1G51890,AT3G21080,0.07911261
AT3G19010,AT5G46330,0.079039216
AT5G54160,AT5G07440,0.07893136
AT4G27730,AT1G37130,0.07886887
AT2G30490,AT2G17740,0.07872651
AT1G14780,AT4G08850,0.07865539
AT1G14780,AT4G20860,0.07838334
AT4G01700,AT3G52450,0.07831627
AT2G36690,AT1G30720,0.07830063
AT2G42360,AT3G21080,0.07802795
AT2G22122,AT3G45060,0.07780786
AT2G19190,AT5G06950,0.07765373
AT4G20000,AT1G05300,0.07763868
AT3G19450,AT2G25000,0.07742044
AT4G08850,AT2G19190,0.077286564
AT5G67450,AT3G21080,0.07687995
AT5G01540,AT1G35160,0.076661706
AT1G30720,AT4G33430,0.0765914
AT1G61360,AT4G31800,0.07648629
AT5G67450,AT1G64170,0.07626268
AT1G64170,AT5G50200,0.07614544
AT4G23210,AT2G44370,0.07613843
AT3G25882,AT3G21080,0.07586113
AT5G55050,AT1G19380,0.075671025
AT3G45060,AT1G61360,0.07558083
AT4G01250,AT1G12940,0.07534128400000001
AT2G37710,AT1G61380,0.075149275
AT3G19450,AT4G27730,0.07504936
AT2G19190,AT3G19010,0.07473029
AT4G31800,AT1G64280,0.07472693
AT4G20000,AT5G66420,0.07464839999999999
AT5G48430,AT2G36690,0.07455937
AT1G08090,AT5G67450,0.07447123
AT5G53110,AT2G44490,0.07446792
AT1G65690,AT1G12940,0.07446352
AT1G65490,AT3G22060,0.07400149
AT1G52200,AT5G37600,0.073991604
AT4G28140,AT1G14780,0.07358533
AT1G51620,AT5G06950,0.07353694
AT1G51620,AT1G19380,0.0730482
AT3G49780,AT1G65690,0.07300246
AT3G22060,AT2G17740,0.07293896400000001
AT1G15950,AT1G72300,0.072917685
AT1G51680,AT2G22122,0.072729394
AT4G28140,AT1G70530,0.072599284
AT3G19010,AT5G10450,0.07256733
AT1G51800,AT4G35180,0.07237448
AT5G07440,AT3G26210,0.072256744
AT5G01540,AT4G23210,0.072152615
AT4G28140,AT3G19010,0.07206205
AT5G50200,AT3G29034,0.07182294
AT4G08850,AT1G30720,0.07181041
AT2G30490,AT4G20860,0.07179053
AT5G01540,AT3G22060,0.07166179
AT3G50470,AT1G21670,0.071626
AT2G31400,AT4G35180,0.07147517
AT5G44585,AT2G15620,0.071315065
AT2G25470,AT3G19450,0.07120392
AT1G12940,AT5G40780,0.07115421400000001
AT3G22060,AT3G50480,0.07114606
AT1G51800,AT3G46280,0.07090188
AT1G51890,AT4G20860,0.07084034
AT5G48430,AT4G01700,0.07082153
AT1G37130,AT3G19930,0.07076314
AT1G72300,AT3G19930,0.07070252
AT4G38560,AT2G25470,0.07067741
AT4G38560,AT5G55050,0.07052472
AT2G42360,AT5G50200,0.070516795
AT1G64170,AT3G19930,0.07049168
AT1G64170,AT1G21670,0.07046976
AT5G37600,AT5G55050,0.070383735
AT1G64170,AT1G02450,0.07036716
AT2G19190,AT5G20480,0.07035801
AT4G01250,AT3G22060,0.07031587
AT1G64170,AT2G44370,0.07024036
AT1G61360,AT1G30730,0.07016277
AT5G01540,AT2G39530,0.07015738
AT1G35160,AT1G72300,0.07015542
AT1G12940,AT4G20000,0.07010612
AT5G20480,AT2G39530,0.07005035
AT1G65690,AT1G70530,0.069840185
AT5G40780,AT3G25882,0.069701105
AT5G44585,AT3G50480,0.06968526
AT1G51890,AT2G44490,0.06968075
AT1G51620,AT2G36690,0.06956955
AT2G25000,AT4G21410,0.06948466
AT3G19930,AT3G26210,0.06948428599999999
AT3G59880,AT2G42360,0.06943323
AT1G52200,AT1G51890,0.06936556
AT2G39530,AT2G25470,0.06933587
AT1G51680,AT5G10450,0.06926669999999999
AT1G51680,AT2G17740,0.06922367
AT3G25882,AT3G29034,0.06920049
AT2G22122,AT1G61380,0.06913659
AT1G52200,AT5G07440,0.06891773
AT2G25470,AT4G20000,0.06874271
AT2G37040,AT1G51800,0.068686694
AT3G22060,AT2G30490,0.06865991
AT2G39530,AT5G01540,0.06859789
AT2G38900,AT4G35180,0.06857538
AT1G12940,AT5G10450,0.06854784
AT1G65490,AT3G59880,0.06851242
AT1G51800,AT2G17740,0.06834172
AT3G26210,AT1G49000,0.06828119
AT3G50480,AT4G20860,0.06825772
AT4G23210,AT1G77380,0.06818299
AT1G30730,AT1G15950,0.06816257
AT2G36690,AT5G44585,0.06812033
AT1G49000,AT1G52200,0.068106905
AT2G41220,AT2G25000,0.06798739
AT2G44490,AT3G50480,0.06797816
AT2G19190,AT1G51680,0.06789014
AT3G21080,AT2G42360,0.06781074
AT4G01700,AT5G53110,0.06776325
AT2G30360,AT5G07440,0.06769805400000001
AT2G37710,AT3G26210,0.06739385
AT4G01250,AT3G50470,0.06719719
AT3G21080,AT4G35180,0.06719587
AT1G51800,AT1G51620,0.06707434
AT5G59080,AT1G05300,0.06690308
AT5G54160,AT4G30190,0.066611394
AT2G36690,AT1G12940,0.06656597
AT2G36690,AT1G51890,0.066441834
AT5G39580,AT3G50480,0.06643907
AT3G46280,AT5G37600,0.06643541
AT2G19190,AT2G42360,0.06620931599999999
AT5G07440,AT1G37130,0.06620109
AT5G20480,AT4G08850,0.066082895
AT1G64170,AT3G46280,0.06601177
AT3G21080,AT2G25470,0.06599012
AT5G66420,AT1G51680,0.065979935
AT1G37130,AT4G21410,0.06589656
AT2G44380,AT1G70530,0.0656501
AT4G20000,AT4G01700,0.06557507
AT5G13930,AT3G48650,0.065334305
AT3G46280,AT1G12940,0.06526929
AT5G54160,AT3G22060,0.06526324
AT4G23210,AT4G38560,0.06525483
AT3G21080,AT5G10450,0.06524112
AT3G19930,AT2G37040,0.065203875
AT1G12940,AT1G14780,0.06516931
AT4G23210,AT3G22060,0.06511799
AT5G40780,AT1G65690,0.06494398
AT3G50480,AT5G44585,0.064933926
AT2G19190,AT2G39530,0.06489306
AT2G25000,AT4G38560,0.06485312
AT2G44490,AT4G08850,0.06482031
AT3G21080,AT1G05300,0.06473215
AT3G50480,AT1G64280,0.06470924
AT1G12940,AT2G38900,0.06452135
AT5G20250,AT1G52200,0.06449842
AT2G15620,AT2G31400,0.06448416400000001
AT2G15620,AT3G19450,0.064449064
AT5G48430,AT1G30720,0.064430065
AT4G38560,AT2G15620,0.06440621
AT1G51800,AT1G61380,0.06427777
AT2G39530,AT5G46330,0.064261444
AT1G05300,AT4G21410,0.064205155
AT1G77380,AT2G44380,0.064171635
AT1G49000,AT1G51680,0.06413350000000001
AT3G19930,AT5G59080,0.064123005
AT2G30490,AT2G38900,0.064060315
AT1G52200,AT1G77380,0.06401883
AT1G14780,AT2G30360,0.06400112
AT3G59880,AT1G12940,0.06393361
AT4G20860,AT4G01250,0.06391258
AT3G25882,AT4G31800,0.0639001
AT5G40780,AT5G53110,0.06389952
AT1G51800,AT1G30720,0.06389707
AT2G42360,AT4G31800,0.0638071
AT4G28140,AT4G24160,0.06379212
AT4G01700,AT2G39530,0.06375921
AT4G01700,AT3G29034,0.06375247
AT4G38560,AT3G25882,0.063663065
AT3G48650,AT3G19450,0.06359028
AT1G14780,AT2G25000,0.06358693
AT5G40780,AT1G35160,0.06337249
AT1G37130,AT3G26210,0.063358456
AT4G20860,AT1G52200,0.06333731
AT2G30490,AT3G19930,0.06331392
AT5G55050,AT3G59880,0.06324969
AT4G31800,AT1G72300,0.063243724
AT5G66420,AT2G25470,0.06320428
AT1G51620,AT2G17740,0.06315999
AT5G50200,AT1G08090,0.063153
AT1G19380,AT5G67450,0.06314159
AT2G39200,AT2G01950,0.06310176
AT1G52200,AT5G53110,0.06308520599999999
AT4G01700,AT5G44585,0.0630788
AT2G39200,AT5G39580,0.06307851
AT2G22122,AT2G41220,0.06300399999999999
AT2G02220,AT1G30730,0.06300127
AT3G45060,AT2G39530,0.062987424
AT3G59880,AT5G67450,0.06297387
AT2G42360,AT3G59880,0.06296436
AT5G66420,AT5G07440,0.062959924
AT2G44370,AT2G19190,0.06294557
AT1G65490,AT2G37710,0.0629383
AT4G31550,AT2G44490,0.06293049
AT5G50200,AT4G30190,0.06290841
AT1G19380,AT4G24160,0.06290438
AT2G44370,AT5G53110,0.0628963
AT5G44585,AT2G19190,0.06287669
AT1G15950,AT5G20480,0.06284902
AT5G48430,AT2G01950,0.06282208
AT1G37130,AT2G44370,0.06278092
AT1G08090,AT5G50200,0.06277274
AT2G44380,AT2G39200,0.062766984
AT3G46280,AT2G42360,0.06275565
AT5G53460,AT1G35160,0.06275485
AT1G51890,AT5G07440,0.062748
AT5G01540,AT3G19930,0.06274358
AT4G20000,AT1G19380,0.06271341
AT5G50200,AT2G42360,0.062703736
AT1G51620,AT3G22060,0.06268815
AT1G21670,AT4G21870,0.06265804
AT1G64170,AT2G41220,0.062656276
AT2G38900,AT5G40780,0.06265236
AT1G02450,AT3G48650,0.06264754
AT2G37710,AT5G07440,0.062643975
AT4G33430,AT1G49000,0.06263969999999999
AT5G40780,AT1G12940,0.062636
AT4G23210,AT4G20000,0.0626288
AT5G37600,AT4G38560,0.06261694400000001
AT2G42360,AT5G39580,0.06260734
AT1G37130,AT4G24160,0.06259295
AT1G15950,AT5G10450,0.06256073
AT1G65690,AT2G15620,0.06255184
AT4G35180,AT2G38900,0.06254976
AT1G30730,AT3G22060,0.06254595
AT2G42360,AT4G28140,0.062494975
AT5G13930,AT5G37600,0.06249252
AT5G54160,AT3G19930,0.06247704
AT5G53110,AT2G36690,0.06247384
AT3G19930,AT4G28140,0.062450297
AT3G48650,AT4G24160,0.062446100000000004
AT2G37040,AT3G21080,0.062438477
AT1G61360,AT2G37710,0.062436752000000005
AT4G01700,AT1G21670,0.062430386
AT1G14780,AT3G49780,0.06242927
AT2G44380,AT5G59080,0.062413264
AT2G39530,AT1G49000,0.06239680000000001
AT2G44380,AT2G42360,0.06238344
AT5G01540,AT2G42360,0.06237974
AT5G53460,AT4G21870,0.062374122000000004
AT3G19450,AT1G72300,0.06236769
AT2G17740,AT1G05300,0.062365945
AT4G23210,AT3G49780,0.062362712
AT2G25470,AT4G24160,0.062344994
AT1G61380,AT1G72300,0.062342882
AT2G44370,AT1G65490,0.06233755
AT1G52200,AT5G48430,0.06233101
AT5G40780,AT5G10450,0.062318288
AT1G51680,AT1G21670,0.06231217
AT5G01540,AT2G19190,0.062309492
AT2G44370,AT5G46330,0.062303595
AT2G17740,AT4G08850,0.062302157000000004
AT2G44370,AT2G44490,0.06229627
AT2G19190,AT5G10450,0.06228439
AT1G30720,AT5G10450,0.06228312
AT2G42360,AT5G04140,0.062282354000000005
AT2G36690,AT3G25882,0.062281534000000006
AT1G51890,AT2G36690,0.062279567
AT4G23210,AT3G50470,0.062278993
AT4G20860,AT3G25882,0.062273383
AT1G64170,AT2G19190,0.062270552
AT4G08850,AT3G25882,0.06225737
AT5G53110,AT2G41220,0.062242599999999995
AT1G65690,AT4G28140,0.06223139
AT5G66420,AT1G35160,0.062226145999999996
AT1G61360,AT3G49780,0.062223982000000004
AT5G50200,AT5G53110,0.06220925
AT5G67450,AT2G37710,0.06220892
AT2G36690,AT2G15620,0.06219442
AT1G72300,AT5G04140,0.062192883
AT5G06950,AT2G31400,0.062182967
AT5G53110,AT2G19190,0.062172915999999995
AT2G44370,AT3G21080,0.06217253
AT3G21080,AT1G70530,0.06216399400000001
AT1G52200,AT4G39400,0.06214474
AT1G30730,AT1G21670,0.06213795
AT2G39200,AT2G42360,0.062133018
AT4G20860,AT5G39580,0.062103572999999995
AT1G35160,AT1G21670,0.062100492
AT5G55050,AT5G53110,0.06209979
AT4G31800,AT1G70530,0.062099256
AT5G55050,AT2G42360,0.062096134000000004
AT1G30730,AT2G15620,0.06208977
AT4G23210,AT4G20860,0.062082414
AT1G05300,AT1G08090,0.06208084
AT5G37600,AT5G66420,0.062078133
AT5G46330,AT1G14780,0.06207725
AT1G51800,AT2G02220,0.062063973
AT5G39580,AT2G37040,0.062057048
AT1G05300,AT1G37130,0.062054615
AT5G13930,AT5G20480,0.06205392
AT3G21080,AT2G30490,0.062050387
AT4G31800,AT1G37130,0.062047128
AT5G55050,AT4G23210,0.062044600000000005
AT5G39580,AT1G35160,0.062032834
AT2G30360,AT3G19930,0.062007908
AT4G38560,AT1G30730,0.062007725
AT2G19190,AT1G05300,0.06200531
AT4G30190,AT5G53110,0.061996978
AT1G37130,AT5G10450,0.061994996
AT5G53460,AT4G30190,0.061983217
AT2G44370,AT2G41220,0.061983105
AT5G04140,AT4G39400,0.061978776
AT1G37130,AT5G54160,0.061969567
AT3G59880,AT2G31400,0.061966546
AT3G48650,AT4G31550,0.061965328
AT5G10450,AT5G53460,0.061959177000000004
AT5G20250,AT2G41220,0.061950218
AT3G50470,AT5G13930,0.061946955
AT2G37710,AT4G35180,0.06193557400000001
AT4G39400,AT2G01950,0.061927482
AT2G44490,AT1G51620,0.061926033
AT2G44490,AT2G31400,0.061921902
AT3G29034,AT5G53460,0.06189827
AT4G08850,AT2G30490,0.06189364
AT2G36690,AT2G37040,0.061882287
AT2G39530,AT5G37600,0.061878632999999995
AT1G30720,AT4G30190,0.061876252
AT4G20000,AT4G31550,0.0618752
AT4G39400,AT4G21410,0.06187325
AT4G20000,AT3G59880,0.061861705
AT4G08850,AT5G20250,0.06185549
AT1G61380,AT1G35160,0.061849225
AT1G52200,AT5G40780,0.06184176
AT2G41220,AT2G01950,0.061832566
AT5G01540,AT2G30490,0.061829638
AT4G08850,AT4G24160,0.061825257
AT2G25470,AT3G50480,0.061820485
AT4G23210,AT4G30190,0.061817765
AT1G30720,AT2G39200,0.061800886
AT2G25000,AT5G53110,0.06178645
AT4G23210,AT4G31550,0.06178178
AT1G51800,AT2G44380,0.061775442
AT5G39580,AT1G21670,0.06175405
AT4G31800,AT5G39580,0.061751988
AT5G53110,AT1G77380,0.0617385
AT1G52200,AT3G19450,0.06173405
AT4G01700,AT4G39400,0.061728387999999995
AT5G13930,AT2G37040,0.061711084000000006
AT2G02220,AT4G24160,0.061697632
AT2G44490,AT3G49780,0.06169609400000001
AT3G50480,AT4G21870,0.06167753
AT2G41220,AT1G12940,0.061676178
AT1G05300,AT1G49000,0.061674337999999995
AT3G19930,AT5G50200,0.06167057
AT5G53110,AT3G19010,0.061662193
AT1G51620,AT2G22122,0.06166193
AT1G19380,AT2G42360,0.06165523
AT1G15950,AT2G15620,0.06162005
AT2G44490,AT3G50470,0.061616197000000004
AT2G44490,AT1G72300,0.061609022
AT3G52450,AT2G39530,0.06160615
AT4G24160,AT4G30190,0.06160089
AT1G21670,AT2G15620,0.06157086
AT1G49000,AT4G38560,0.06156923
AT1G12940,AT2G19190,0.061566222000000004
AT2G39530,AT5G04140,0.061562248
AT2G02220,AT5G01540,0.061552815
AT2G30490,AT4G24160,0.061544865
AT3G21080,AT5G06950,0.06150827
AT5G53460,AT1G02450,0.061497085
AT4G30190,AT2G01950,0.061484784
AT2G17740,AT1G21670,0.061484527000000004
AT2G30360,AT2G25000,0.061468374000000006
AT5G37600,AT1G65690,0.061459914000000004
AT5G13930,AT4G01250,0.06145902
AT5G48430,AT1G65490,0.061448199999999994
AT4G20860,AT5G01540,0.061434462999999995
AT1G30730,AT2G30360,0.06143413
AT4G35180,AT5G66420,0.061385397
AT5G10450,AT1G02450,0.061379027
AT4G35180,AT2G31400,0.061370395
AT4G21410,AT1G21670,0.061362423
AT3G49780,AT1G30720,0.06134283
AT2G44370,AT1G37130,0.061334852
AT1G12940,AT3G46280,0.061328698
AT5G01540,AT5G46330,0.061311755
AT3G21080,AT3G49780,0.061306622000000005
AT2G44370,AT1G30720,0.061306442999999995
AT4G24160,AT3G19010,0.06129504400000001
AT5G66420,AT3G48650,0.06128486599999999
AT5G48430,AT4G39400,0.061284356
AT1G49000,AT2G30360,0.061278599999999996
AT4G28140,AT4G20860,0.061262906
AT4G20860,AT2G44380,0.061261807
AT4G20000,AT3G19450,0.061260699999999994
AT1G51890,AT3G25882,0.06125994
AT1G15950,AT5G39580,0.061258055
AT1G70530,AT5G46330,0.061242092000000005
